round,client,confidence_mean,need_mean,source_file,slot_0,slot_1,slot_2,slot_3
15300,2,0.367926,0.632074,client2.log,0.347,0.3809,0.3584,0.3854
15300,3,0.367736,0.632264,client3.log,0.3692,0.3613,0.3717,0.3688
15300,4,0.370541,0.629459,client4.log,0.3142,0.3937,0.3382,0.4361
15350,0,0.371837,0.628163,client0.log,0.3011,0.4271,0.332,0.4271
15350,1,0.367718,0.632282,client1.log,0.3877,0.3563,0.3593,0.3676
15350,2,0.371766,0.628234,client2.log,0.3233,0.4293,0.3105,0.424
15350,3,0.370005,0.629995,client3.log,0.4367,0.3651,0.3555,0.3227
15350,4,0.36766,0.63234,client4.log,0.362,0.3797,0.3548,0.3741
15400,0,0.367947,0.632053,client0.log,0.3533,0.3458,0.3933,0.3794
15400,1,0.368019,0.631981,client1.log,0.3895,0.3666,0.3798,0.3362
15400,2,0.36837,0.63163,client2.log,0.3634,0.346,0.4076,0.3566
15400,3,0.368495,0.631505,client3.log,0.3683,0.341,0.4067,0.3579
15400,4,0.372006,0.627994,client4.log,0.298,0.3835,0.3489,0.4576
15450,0,0.367692,0.632308,client0.log,0.3499,0.3896,0.3489,0.3825
15450,1,0.372478,0.627522,client1.log,0.4394,0.3116,0.4266,0.3124
15450,2,0.383622,0.616378,client2.log,0.2979,0.5049,0.2547,0.4771
15450,3,0.368242,0.631758,client3.log,0.3594,0.3955,0.341,0.3771
15450,4,0.375519,0.624481,client4.log,0.2865,0.3543,0.5061,0.3552
15500,0,0.367343,0.632657,client0.log,0.3761,0.371,0.352,0.3702
15500,1,0.404662,0.595338,client1.log,0.2257,0.5102,0.2498,0.633
15500,2,0.370074,0.629926,client2.log,0.3298,0.4107,0.3276,0.4122
15500,3,0.376206,0.623794,client3.log,0.4735,0.318,0.4325,0.2808
15500,4,0.368095,0.631905,client4.log,0.3885,0.34,0.3848,0.359
15550,0,0.368963,0.631037,client0.log,0.3446,0.3324,0.4234,0.3754
15550,1,0.367747,0.632253,client1.log,0.3886,0.3637,0.355,0.3636
15550,2,0.372865,0.627135,client2.log,0.4363,0.3328,0.4294,0.293
15550,3,0.3701,0.6299,client3.log,0.3143,0.3595,0.375,0.4316
15550,4,0.368117,0.631883,client4.log,0.3598,0.3503,0.3601,0.4023
15600,0,0.377074,0.622926,client0.log,0.2875,0.4582,0.2965,0.4661
15600,1,0.369314,0.630686,client1.log,0.4054,0.3125,0.3979,0.3614
15600,2,0.367932,0.632069,client2.log,0.3763,0.3495,0.3845,0.3614
15600,3,0.382432,0.617568,client3.log,0.5374,0.3159,0.4198,0.2568
15600,4,0.368297,0.631703,client4.log,0.3579,0.4088,0.342,0.3646
15650,0,0.372522,0.627478,client0.log,0.4599,0.3369,0.3975,0.2957
15650,1,0.367921,0.632079,client1.log,0.3399,0.3781,0.3625,0.3911
15650,2,0.367896,0.632104,client2.log,0.3714,0.3562,0.3852,0.3587
15650,3,0.393671,0.606329,client3.log,0.5205,0.27,0.5458,0.2384
15650,4,0.367627,0.632373,client4.log,0.3587,0.3834,0.3544,0.3739
15700,0,0.367272,0.632728,client0.log,0.3673,0.3647,0.3695,0.3676
15700,1,0.368157,0.631843,client1.log,0.3373,0.3596,0.401,0.3747
15700,2,0.367894,0.632106,client2.log,0.3716,0.388,0.347,0.3649
15700,3,0.368393,0.631607,client3.log,0.3517,0.3539,0.3618,0.4061
15700,4,0.40949,0.59051,client4.log,0.1873,0.4773,0.3057,0.6676
15750,0,0.369856,0.630144,client0.log,0.3242,0.4147,0.3261,0.4144
15750,1,0.367861,0.632139,client1.log,0.36,0.3761,0.3479,0.3874
15750,2,0.368675,0.631325,client2.log,0.3968,0.3355,0.3922,0.3502
15750,3,0.371572,0.628428,client3.log,0.4334,0.3051,0.4123,0.3355
15750,4,0.369937,0.630063,client4.log,0.337,0.4145,0.3206,0.4076
15800,0,0.368238,0.631762,client0.log,0.3398,0.391,0.3456,0.3965
15800,1,0.367063,0.632937,client1.log,0.3551,0.3656,0.3746,0.373
15800,2,0.377227,0.622773,client2.log,0.3213,0.4718,0.271,0.4448
15800,3,0.375205,0.624795,client3.log,0.4917,0.3963,0.3147,0.2981
15800,4,0.368626,0.631374,client4.log,0.3651,0.3893,0.3263,0.3937
15850,0,0.368632,0.631368,client0.log,0.3516,0.328,0.4005,0.3944
15850,1,0.369964,0.630036,client1.log,0.3386,0.4391,0.3264,0.3758
15850,2,0.38501,0.61499,client2.log,0.265,0.4865,0.2771,0.5115
15850,3,0.401798,0.598202,client3.log,0.5503,0.248,0.5764,0.2325
15850,4,0.367721,0.632279,client4.log,0.349,0.3857,0.3559,0.3803
15900,0,0.368113,0.631887,client0.log,0.3421,0.3559,0.3646,0.4098
15900,1,0.371269,0.628731,client1.log,0.2916,0.4313,0.3671,0.3951
15900,2,0.384894,0.615106,client2.log,0.2852,0.4926,0.2582,0.5035
15900,3,0.368084,0.631916,client3.log,0.3831,0.3425,0.3859,0.3608
15900,4,0.36807,0.63193,client4.log,0.3596,0.3464,0.3696,0.3967
15950,0,0.368681,0.631319,client0.log,0.3324,0.3955,0.3389,0.4079
15950,1,0.367728,0.632272,client1.log,0.375,0.3457,0.3851,0.3651
15950,2,0.368041,0.631959,client2.log,0.3365,0.37,0.3754,0.3903
15950,3,0.367801,0.632199,client3.log,0.3697,0.3721,0.3719,0.3574
15950,4,0.37101,0.62899,client4.log,0.4415,0.3138,0.4011,0.3277
16000,0,0.369139,0.630861,client0.log,0.4147,0.3151,0.3855,0.3612
16000,1,0.405428,0.594572,client1.log,0.2233,0.5898,0.2471,0.5614
16000,2,0.368289,0.631711,client2.log,0.3956,0.3431,0.3828,0.3517
16000,3,0.376799,0.623201,client3.log,0.4812,0.3292,0.4254,0.2714
16000,4,0.367714,0.632286,client4.log,0.35,0.3686,0.372,0.3802
16050,0,0.368606,0.631394,client0.log,0.363,0.4022,0.3235,0.3858
16050,1,0.371317,0.628683,client1.log,0.3564,0.4627,0.3182,0.3479
16050,2,0.376352,0.623648,client2.log,0.4338,0.2881,0.4768,0.3068
16050,3,0.375526,0.624474,client3.log,0.2776,0.4279,0.3299,0.4668
16050,4,0.367792,0.632208,client4.log,0.3746,0.3642,0.3531,0.3793
16100,0,0.367902,0.632098,client0.log,0.3608,0.3921,0.343,0.3758
16100,1,0.370776,0.629224,client1.log,0.409,0.2953,0.4147,0.3641
16100,2,0.369956,0.630044,client2.log,0.4181,0.3333,0.4029,0.3254
16100,3,0.379976,0.620024,client3.log,0.296,0.4738,0.2737,0.4765
16100,4,0.36824,0.63176,client4.log,0.3634,0.3723,0.338,0.3992
16150,0,0.369797,0.630203,client0.log,0.3331,0.4086,0.3208,0.4167
16150,1,0.375464,0.624536,client1.log,0.3081,0.4665,0.2908,0.4364
16150,2,0.367995,0.632005,client2.log,0.3508,0.3773,0.3572,0.3867
16150,3,0.37695,0.62305,client3.log,0.2981,0.4933,0.2951,0.4212
16150,4,0.37598,0.62402,client4.log,0.3068,0.4811,0.2913,0.4247
16200,0,0.367559,0.632441,client0.log,0.3569,0.3743,0.3553,0.3837
16200,1,0.367834,0.632166,client1.log,0.3534,0.3777,0.3542,0.386
16200,2,0.375711,0.624289,client2.log,0.4667,0.3046,0.439,0.2925
16200,3,0.375826,0.624174,client3.log,0.2835,0.4395,0.3164,0.4639
16200,4,0.368624,0.631376,client4.log,0.3782,0.3515,0.4086,0.3362
16250,0,0.368228,0.631772,client0.log,0.3842,0.3405,0.3984,0.3498
16250,1,0.370099,0.629901,client1.log,0.3925,0.3205,0.4293,0.3381
16250,2,0.36851,0.63149,client2.log,0.3712,0.407,0.3376,0.3583
16250,3,0.374643,0.625357,client3.log,0.4317,0.3307,0.4539,0.2822
16250,4,0.368287,0.631713,client4.log,0.3916,0.3644,0.384,0.3332
16300,0,0.373861,0.626139,client0.log,0.2891,0.3377,0.3885,0.4801
16300,1,0.372679,0.627321,client1.log,0.3758,0.4627,0.2906,0.3616
16300,2,0.372719,0.627281,client2.log,0.318,0.4643,0.314,0.3946
16300,3,0.378152,0.621848,client3.log,0.4576,0.2761,0.4727,0.3062
16300,4,0.368279,0.631721,client4.log,0.3634,0.4072,0.3451,0.3574
16350,0,0.378487,0.621513,client0.log,0.4709,0.2842,0.4687,0.2901
16350,1,0.368178,0.631822,client1.log,0.3484,0.3788,0.3516,0.3939
16350,2,0.371427,0.628573,client2.log,0.4059,0.3208,0.4395,0.3195
16350,3,0.368003,0.631997,client3.log,0.3586,0.3518,0.3748,0.3868
16350,4,0.370353,0.629647,client4.log,0.3549,0.4316,0.3087,0.3861
16400,0,0.369417,0.630583,client0.log,0.3258,0.4026,0.332,0.4172
16400,1,0.377189,0.622811,client1.log,0.4761,0.2824,0.446,0.3041
16400,2,0.373743,0.626257,client2.log,0.4662,0.3093,0.4111,0.3084
16400,3,0.374051,0.625949,client3.log,0.2862,0.3646,0.3642,0.4813
16400,4,0.377916,0.622084,client4.log,0.4708,0.2791,0.4588,0.3029
16450,0,0.37445,0.62555,client0.log,0.3001,0.4404,0.3051,0.4521
16450,1,0.367455,0.632545,client1.log,0.3755,0.3681,0.3642,0.362
16450,2,0.392781,0.607219,client2.log,0.2607,0.559,0.2503,0.5011
16450,3,0.367777,0.632223,client3.log,0.3717,0.3593,0.3698,0.3703
16450,4,0.376109,0.623891,client4.log,0.4417,0.2767,0.4639,0.3222
16500,0,0.368792,0.631208,client0.log,0.3347,0.4077,0.3397,0.393
16500,1,0.36866,0.63134,client1.log,0.4124,0.38,0.3458,0.3365
16500,2,0.375139,0.624861,client2.log,0.4467,0.2968,0.4526,0.3044
16500,3,0.374341,0.625659,client3.log,0.4663,0.3119,0.4192,0.3
16500,4,0.369175,0.630825,client4.log,0.3803,0.3849,0.3986,0.3129
16550,0,0.367438,0.632562,client0.log,0.3738,0.3694,0.3689,0.3577
16550,1,0.387396,0.612604,client1.log,0.2531,0.4938,0.2788,0.5239
16550,2,0.368092,0.631908,client2.log,0.3488,0.3891,0.3507,0.3838
16550,3,0.392253,0.607747,client3.log,0.2241,0.4772,0.3024,0.5653
16550,4,0.367854,0.632146,client4.log,0.3522,0.388,0.3552,0.376
16600,0,0.368768,0.631232,client0.log,0.3971,0.3306,0.4112,0.3361
16600,1,0.387361,0.612639,client1.log,0.2845,0.2486,0.4986,0.5177
16600,2,0.372147,0.627853,client2.log,0.4614,0.3619,0.3661,0.2992
16600,3,0.368756,0.631244,client3.log,0.4088,0.3489,0.3797,0.3376
16600,4,0.370977,0.629023,client4.log,0.3172,0.4009,0.3273,0.4384
16650,0,0.368028,0.631972,client0.log,0.3768,0.3969,0.3513,0.3471
16650,1,0.367603,0.632397,client1.log,0.3584,0.3655,0.3665,0.38
16650,2,0.399316,0.600684,client2.log,0.2475,0.5118,0.2423,0.5957
16650,3,0.368533,0.631467,client3.log,0.4018,0.358,0.3774,0.3369
16650,4,0.373688,0.626312,client4.log,0.4319,0.4488,0.3156,0.2985
16700,0,0.367347,0.632653,client0.log,0.3631,0.3602,0.3742,0.3719
16700,1,0.378763,0.621237,client1.log,0.3068,0.4604,0.2709,0.477
16700,2,0.369051,0.630949,client2.log,0.3342,0.3787,0.346,0.4173
16700,3,0.368806,0.631194,client3.log,0.3411,0.3518,0.3669,0.4155
16700,4,0.367652,0.632348,client4.log,0.3683,0.3612,0.3664,0.3747
16750,0,0.374649,0.625351,client0.log,0.4643,0.3603,0.4066,0.2675
16750,1,0.369028,0.630972,client1.log,0.4021,0.4071,0.3237,0.3432
16750,2,0.368514,0.631486,client2.log,0.3536,0.4074,0.3392,0.3739
16750,3,0.368367,0.631633,client3.log,0.3891,0.3623,0.3859,0.3362
16750,4,0.375946,0.624054,client4.log,0.4459,0.2693,0.4536,0.3349
16800,0,0.367503,0.632497,client0.log,0.3415,0.3812,0.3801,0.3672
16800,1,0.367651,0.632349,client1.log,0.3566,0.3869,0.3607,0.3665
16800,2,0.372739,0.627261,client2.log,0.452,0.3379,0.4066,0.2945
16800,3,0.388179,0.611821,client3.log,0.2487,0.4967,0.2817,0.5256
16800,4,0.367738,0.632262,client4.log,0.3674,0.3644,0.389,0.3502
16850,0,0.388307,0.611693,client0.log,0.2791,0.5094,0.2482,0.5166
16850,1,0.37073,0.62927,client1.log,0.3879,0.3188,0.4417,0.3345
16850,2,0.367787,0.632213,client2.log,0.3716,0.357,0.3743,0.3682
16850,3,0.381926,0.618074,client3.log,0.4901,0.2744,0.4797,0.2835
16850,4,0.36789,0.63211,client4.log,0.3502,0.3863,0.3543,0.3807
16900,0,0.370233,0.629767,client0.log,0.3558,0.418,0.3057,0.4014
16900,1,0.36848,0.63152,client1.log,0.4116,0.3472,0.3634,0.3517
16900,2,0.367934,0.632066,client2.log,0.3746,0.3618,0.3494,0.3861
16900,3,0.37115,0.62885,client3.log,0.3358,0.3088,0.416,0.424
16900,4,0.369136,0.630864,client4.log,0.3911,0.3923,0.381,0.3122
16950,0,0.37,0.63,client0.log,0.3842,0.3183,0.436,0.3414
16950,1,0.36947,0.63053,client1.log,0.4013,0.346,0.4088,0.3218
16950,2,0.367821,0.632179,client2.log,0.3686,0.3811,0.3603,0.3612
16950,3,0.369244,0.630756,client3.log,0.4044,0.3978,0.348,0.3268
16950,4,0.369029,0.630971,client4.log,0.3507,0.3257,0.3961,0.4037
17000,0,0.369818,0.630182,client0.log,0.4378,0.3517,0.3724,0.3174
17000,1,0.367767,0.632233,client1.log,0.3721,0.3919,0.3515,0.3556
17000,2,0.368342,0.631658,client2.log,0.3318,0.3771,0.3759,0.3885
17000,3,0.375104,0.624896,client3.log,0.4493,0.2905,0.4473,0.3134
17000,4,0.371666,0.628334,client4.log,0.3693,0.4217,0.287,0.4087
17050,0,0.374429,0.625571,client0.log,0.2947,0.4493,0.3078,0.4458
17050,1,0.36889,0.63111,client1.log,0.3475,0.4137,0.3332,0.3811
17050,2,0.369033,0.630967,client2.log,0.3566,0.4191,0.3338,0.3666
17050,3,0.370714,0.629286,client3.log,0.4337,0.3808,0.3648,0.3035
17050,4,0.36881,0.63119,client4.log,0.3385,0.3586,0.3595,0.4187
17100,0,0.379409,0.620591,client0.log,0.29,0.4838,0.2796,0.4643
17100,1,0.372466,0.627534,client1.log,0.3296,0.4519,0.2994,0.4089
17100,2,0.372565,0.627435,client2.log,0.3426,0.4619,0.2957,0.3901
17100,3,0.368474,0.631526,client3.log,0.344,0.3478,0.3845,0.3975
17100,4,0.371898,0.628102,client4.log,0.3538,0.3018,0.4623,0.3697
17150,0,0.36745,0.63255,client0.log,0.3641,0.3543,0.3856,0.3658
17150,1,0.376937,0.623063,client1.log,0.3193,0.4515,0.2715,0.4654
17150,2,0.369641,0.630359,client2.log,0.3254,0.3843,0.3446,0.4243
17150,3,0.368157,0.631843,client3.log,0.3862,0.3601,0.3841,0.3423
17150,4,0.368714,0.631286,client4.log,0.3946,0.375,0.3858,0.3195
17200,0,0.367628,0.632372,client0.log,0.3486,0.3666,0.3706,0.3847
17200,1,0.37226,0.62774,client1.log,0.3661,0.4648,0.2971,0.3612
17200,2,0.368927,0.631073,client2.log,0.3882,0.3288,0.4058,0.3529
17200,3,0.37145,0.628551,client3.log,0.3268,0.3903,0.3185,0.4502
17200,4,0.375093,0.624907,client4.log,0.312,0.4345,0.291,0.4629
17250,0,0.369946,0.630054,client0.log,0.3246,0.4087,0.3275,0.419
17250,1,0.368356,0.631644,client1.log,0.3992,0.3727,0.3702,0.3312
17250,2,0.368919,0.631081,client2.log,0.3449,0.4068,0.3352,0.3888
17250,3,0.370401,0.629599,client3.log,0.4018,0.3386,0.4246,0.3166
17250,4,0.370189,0.629811,client4.log,0.432,0.3583,0.3816,0.3089
17300,0,0.368965,0.631034,client0.log,0.4025,0.3287,0.4033,0.3414
17300,1,0.367491,0.632509,client1.log,0.3687,0.3675,0.3628,0.371
17300,2,0.370127,0.629873,client2.log,0.4178,0.3584,0.3962,0.308
17300,3,0.380287,0.619713,client3.log,0.4713,0.2884,0.4826,0.2789
17300,4,0.370066,0.629934,client4.log,0.4153,0.4015,0.3566,0.3069
17350,0,0.36734,0.63266,client0.log,0.3563,0.3722,0.3624,0.3784
17350,1,0.368221,0.631779,client1.log,0.3838,0.3931,0.3434,0.3526
17350,2,0.367915,0.632085,client2.log,0.3903,0.3584,0.3664,0.3565
17350,3,0.368109,0.631891,client3.log,0.38,0.3827,0.3685,0.3413
17350,4,0.367918,0.632082,client4.log,0.3712,0.3476,0.3893,0.3636
17400,0,0.387657,0.612343,client0.log,0.5361,0.2946,0.4795,0.2404
17400,1,0.373042,0.626958,client1.log,0.2811,0.4043,0.35,0.4568
17400,2,0.367602,0.632398,client2.log,0.3903,0.3607,0.3765,0.3429
17400,3,0.369808,0.630192,client3.log,0.3527,0.3267,0.3649,0.4349
17400,4,0.36791,0.63209,client4.log,0.3699,0.3674,0.3439,0.3904
17450,0,0.367899,0.632101,client0.log,0.4009,0.3823,0.3552,0.3332
17450,1,0.37338,0.62662,client1.log,0.3042,0.4267,0.3122,0.4503
17450,2,0.400749,0.599251,client2.log,0.2616,0.5637,0.2241,0.5537
17450,3,0.367714,0.632286,client3.log,0.3715,0.3683,0.3768,0.3543
17450,4,0.385206,0.614794,client4.log,0.2268,0.3376,0.4883,0.4881
17500,0,0.372008,0.627992,client0.log,0.4365,0.4122,0.3527,0.2867
17500,1,0.369866,0.630134,client1.log,0.4168,0.4036,0.3415,0.3176
17500,2,0.371844,0.628156,client2.log,0.3029,0.3726,0.3535,0.4584
17500,3,0.370136,0.629864,client3.log,0.3424,0.3271,0.3707,0.4404
17500,4,0.368934,0.631066,client4.log,0.3459,0.3758,0.3358,0.4183
17550,0,0.367999,0.632002,client0.log,0.3839,0.3328,0.394,0.3612
17550,1,0.368126,0.631874,client1.log,0.3513,0.3559,0.4075,0.3579
17550,2,0.368502,0.631498,client2.log,0.3528,0.398,0.3388,0.3844
17550,3,0.371102,0.628898,client3.log,0.3493,0.4177,0.3014,0.4161
17550,4,0.376159,0.623841,client4.log,0.3079,0.4609,0.286,0.4499
17600,0,0.371323,0.628677,client0.log,0.3116,0.4427,0.319,0.412
17600,1,0.367601,0.632399,client1.log,0.3738,0.3552,0.3769,0.3644
17600,2,0.378113,0.621887,client2.log,0.2834,0.4728,0.2978,0.4584
17600,3,0.368368,0.631632,client3.log,0.3753,0.4007,0.3554,0.342
17600,4,0.368432,0.631568,client4.log,0.3407,0.3464,0.3953,0.3913
17650,0,0.367473,0.632527,client0.log,0.3651,0.3568,0.378,0.3701
17650,1,0.380731,0.619269,client1.log,0.2693,0.2975,0.4483,0.5079
17650,2,0.367784,0.632216,client2.log,0.3622,0.3582,0.383,0.3677
17650,3,0.368543,0.631457,client3.log,0.3665,0.3482,0.4095,0.35
17650,4,0.370574,0.629426,client4.log,0.3992,0.3631,0.4197,0.3003
17700,0,0.369107,0.630893,client0.log,0.3177,0.3721,0.3668,0.4198
17700,1,0.368238,0.631762,client1.log,0.3309,0.3842,0.3765,0.3815
17700,2,0.368486,0.631513,client2.log,0.3702,0.3362,0.4041,0.3634
17700,3,0.369084,0.630916,client3.log,0.3246,0.36,0.3825,0.4093
17700,4,0.37039,0.62961,client4.log,0.3748,0.3123,0.4395,0.3549
17750,0,0.368878,0.631122,client0.log,0.3861,0.3431,0.4141,0.3322
17750,1,0.369648,0.630352,client1.log,0.3546,0.4335,0.3243,0.3662
17750,2,0.370527,0.629473,client2.log,0.3267,0.4443,0.3293,0.3818
17750,3,0.367762,0.632238,client3.log,0.3739,0.3695,0.3584,0.3692
17750,4,0.369749,0.630251,client4.log,0.3212,0.3563,0.4348,0.3666
17800,0,0.376748,0.623252,client0.log,0.2875,0.4554,0.2991,0.465
17800,1,0.367594,0.632406,client1.log,0.3687,0.366,0.371,0.3647
17800,2,0.372668,0.627332,client2.log,0.4189,0.2956,0.4423,0.3339
17800,3,0.371411,0.628589,client3.log,0.445,0.3302,0.3969,0.3135
17800,4,0.367981,0.632019,client4.log,0.3716,0.3444,0.3911,0.3649
17850,0,0.367519,0.632481,client0.log,0.3692,0.3517,0.3765,0.3728
17850,1,0.374953,0.625047,client1.log,0.4816,0.3204,0.4083,0.2895
17850,2,0.368615,0.631385,client2.log,0.3761,0.3371,0.4057,0.3555
17850,3,0.376139,0.623861,client3.log,0.4695,0.3376,0.4274,0.27
17850,4,0.369332,0.630668,client4.log,0.3315,0.336,0.4019,0.408
17900,0,0.367423,0.632577,client0.log,0.3693,0.3568,0.3826,0.361
17900,1,0.377207,0.622793,client1.log,0.4954,0.3396,0.4109,0.2629
17900,2,0.368431,0.631569,client2.log,0.3926,0.357,0.386,0.3382
17900,3,0.368069,0.631931,client3.log,0.344,0.3684,0.3744,0.3855
17900,4,0.370961,0.629039,client4.log,0.4326,0.3171,0.4077,0.3265
17950,0,0.367759,0.632241,client0.log,0.35,0.3783,0.3553,0.3875
17950,1,0.368109,0.631891,client1.log,0.3588,0.3406,0.403,0.3701
17950,2,0.367708,0.632292,client2.log,0.372,0.3781,0.3618,0.3589
17950,3,0.37234,0.62766,client3.log,0.4396,0.335,0.4171,0.2977
17950,4,0.369377,0.630623,client4.log,0.4287,0.3721,0.3435,0.3332
18000,0,0.369687,0.630313,client0.log,0.3257,0.421,0.3358,0.3963
18000,1,0.372841,0.627159,client1.log,0.3826,0.3038,0.4738,0.3312
18000,2,0.368657,0.631343,client2.log,0.4085,0.3553,0.3384,0.3725
18000,3,0.380371,0.619629,client3.log,0.3915,0.2504,0.5224,0.3572
18000,4,0.367322,0.632678,client4.log,0.365,0.365,0.3678,0.3715
18050,0,0.36911,0.63089,client0.log,0.3292,0.3368,0.4051,0.4053
18050,1,0.367358,0.632642,client1.log,0.3446,0.3696,0.348,0.4073
18050,2,0.368226,0.631774,client2.log,0.3468,0.3833,0.3477,0.3951
18050,3,0.371898,0.628102,client3.log,0.3526,0.3466,0.4699,0.3186
18050,4,0.369284,0.630716,client4.log,0.3732,0.3161,0.4125,0.3754
18100,0,0.367282,0.632718,client0.log,0.3673,0.3761,0.3668,0.3589
18100,1,0.368045,0.631955,client1.log,0.3792,0.3159,0.3997,0.3774
18100,2,0.367639,0.632361,client2.log,0.3681,0.3603,0.3691,0.373
18100,3,0.371641,0.628359,client3.log,0.3225,0.4244,0.3137,0.426
18100,4,0.373947,0.626053,client4.log,0.3199,0.3129,0.369,0.4939
18150,0,0.369046,0.630954,client0.log,0.3957,0.4087,0.3198,0.3521
18150,1,0.367289,0.632711,client1.log,0.4039,0.3722,0.3477,0.3454
18150,2,0.369111,0.630889,client2.log,0.4196,0.3777,0.3541,0.3251
18150,3,0.369466,0.630534,client3.log,0.372,0.4226,0.3221,0.3612
18150,4,0.368503,0.631497,client4.log,0.3731,0.4089,0.3436,0.3484
18200,0,0.367753,0.632247,client0.log,0.3587,0.3607,0.3578,0.3938
18200,1,0.369078,0.630922,client1.log,0.3934,0.3144,0.4243,0.3442
18200,2,0.377735,0.622265,client2.log,0.2888,0.4713,0.2944,0.4564
18200,3,0.373315,0.626685,client3.log,0.3883,0.2814,0.4582,0.3654
18200,4,0.372234,0.627766,client4.log,0.3291,0.4305,0.301,0.4283
18250,0,0.368586,0.631414,client0.log,0.3662,0.328,0.415,0.3651
18250,1,0.367441,0.632559,client1.log,0.3578,0.3496,0.3897,0.3726
18250,2,0.369007,0.630993,client2.log,0.3289,0.3569,0.377,0.4132
18250,3,0.368604,0.631396,client3.log,0.3287,0.396,0.3791,0.3706
18250,4,0.379284,0.620716,client4.log,0.4151,0.5188,0.2755,0.3078
18300,0,0.367716,0.632284,client0.log,0.3615,0.353,0.3834,0.3731
18300,1,0.368292,0.631708,client1.log,0.401,0.3245,0.3738,0.374
18300,2,0.370234,0.629766,client2.log,0.3014,0.3973,0.3728,0.4095
18300,3,0.370505,0.629495,client3.log,0.3282,0.3424,0.3626,0.4489
18300,4,0.369695,0.630305,client4.log,0.3257,0.4037,0.3365,0.4129
18350,0,0.377154,0.622846,client0.log,0.2822,0.4517,0.3027,0.4721
18350,1,0.37076,0.62924,client1.log,0.3323,0.4298,0.31,0.4109
18350,2,0.399653,0.600347,client2.log,0.2311,0.5581,0.2563,0.5531
18350,3,0.368613,0.631387,client3.log,0.3977,0.3482,0.3889,0.3396
18350,4,0.368082,0.631918,client4.log,0.3494,0.3662,0.3999,0.3569
18400,0,0.369548,0.630452,client0.log,0.3492,0.4131,0.3164,0.3994
18400,1,0.372179,0.627821,client1.log,0.4332,0.3158,0.4315,0.3082
18400,2,0.368565,0.631435,client2.log,0.3504,0.3774,0.3407,0.4057
18400,3,0.373654,0.626346,client3.log,0.4373,0.2924,0.44,0.325
18400,4,0.390231,0.609769,client4.log,0.2382,0.4154,0.3078,0.5995
18450,0,0.368753,0.631247,client0.log,0.3411,0.4237,0.3363,0.3739
18450,1,0.368143,0.631857,client1.log,0.4063,0.3608,0.375,0.3305
18450,2,0.388558,0.611442,client2.log,0.2825,0.5169,0.2462,0.5086
18450,3,0.374792,0.625208,client3.log,0.4759,0.3321,0.4064,0.2848
18450,4,0.373174,0.626826,client4.log,0.4258,0.3125,0.4483,0.3061
18500,0,0.368753,0.631247,client0.log,0.3374,0.3423,0.4135,0.3818
18500,1,0.367375,0.632625,client1.log,0.3504,0.3855,0.3572,0.3764
18500,2,0.36819,0.63181,client2.log,0.3811,0.3752,0.336,0.3805
18500,3,0.372006,0.627994,client3.log,0.4314,0.3047,0.4229,0.3289
18500,4,0.371449,0.628551,client4.log,0.4559,0.3395,0.3799,0.3105
18550,0,0.367869,0.632131,client0.log,0.3943,0.3529,0.3796,0.3446
18550,1,0.37626,0.62374,client1.log,0.2693,0.3431,0.3965,0.4962
18550,2,0.368584,0.631416,client2.log,0.3659,0.4038,0.3303,0.3743
18550,3,0.368849,0.631151,client3.log,0.3494,0.3627,0.4191,0.3442
18550,4,0.368494,0.631506,client4.log,0.3609,0.3953,0.332,0.3858
18600,0,0.371658,0.628342,client0.log,0.3309,0.3035,0.4238,0.4284
18600,1,0.367893,0.632107,client1.log,0.4036,0.3471,0.3736,0.3473
18600,2,0.377085,0.622915,client2.log,0.4038,0.255,0.4779,0.3717
18600,3,0.368421,0.631579,client3.log,0.366,0.3459,0.406,0.3558
18600,4,0.380673,0.619327,client4.log,0.5045,0.3243,0.4405,0.2534
18650,0,0.367574,0.632426,client0.log,0.3772,0.3554,0.373,0.3646
18650,1,0.366953,0.633047,client1.log,0.3593,0.3749,0.3584,0.3752
18650,2,0.369888,0.630112,client2.log,0.4305,0.329,0.385,0.3351
18650,3,0.371907,0.628093,client3.log,0.3278,0.314,0.4567,0.3891
18650,4,0.368219,0.631781,client4.log,0.3934,0.3354,0.3761,0.3679
18700,0,0.367434,0.632566,client0.log,0.3467,0.3748,0.3568,0.3914
18700,1,0.367488,0.632512,client1.log,0.3625,0.3721,0.3537,0.3817
18700,2,0.368634,0.631366,client2.log,0.3934,0.3665,0.389,0.3256
18700,3,0.367897,0.632103,client3.log,0.3755,0.3708,0.3743,0.351
18700,4,0.381906,0.618094,client4.log,0.477,0.2695,0.4936,0.2875
18750,0,0.372269,0.627731,client0.log,0.343,0.4287,0.2907,0.4268
18750,1,0.370586,0.629414,client1.log,0.3969,0.4216,0.2923,0.3714
18750,2,0.368481,0.631519,client2.log,0.3963,0.3472,0.3889,0.3415
18750,3,0.368904,0.631096,client3.log,0.4013,0.3571,0.3272,0.3901
18750,4,0.370805,0.629195,client4.log,0.4017,0.4249,0.3561,0.3005
18800,0,0.369803,0.630197,client0.log,0.4281,0.3508,0.387,0.3134
18800,1,0.374364,0.625636,client1.log,0.2799,0.328,0.4117,0.4778
18800,2,0.370873,0.629127,client2.log,0.4016,0.2999,0.434,0.348
18800,3,0.36776,0.63224,client3.log,0.3656,0.367,0.3705,0.3679
